,Tweets,cleanedTweets
232,"#bitcoin #hex #PulseChain #HoneyBees
Prices up, prices down. ATH, ATL from 2011 until today.

Wen Crypto Twitter happy? 🤍 https://t.co/joGvfBCpMp","bitcoin hex PulseChain HoneyBees Prices up, prices down. ATH, ATL from 2011 until today.  Wen Crypto Twitter happy? 🤍 "
233,"I’ve never shilled crypto until today, the  #rogers outage didn’t ruin my day with @cryptocom and @ethereum , none of my wife’s cards would work from any bank, but my visa worked no problem. 🤣 this is a great day for cryptocurrency!","I’ve never shilled crypto until today, the  rogers outage didn’t ruin my day with  and  , none of my wife’s cards would work from any bank, but my visa worked no problem. 🤣 this is a great day for cryptocurrency!"
234,"@__SecondGemini @BillyM2k @McLarenF1 @dogeclaren @realjulialove @GaryLachance do you really think that every crypto creator is rich?

just do a search since 2013 until today about Dogecoin and you will find a wonderful story that has touch me and that's why I love Dogecoin community so much.

Not about greedy or being rich, but about helping real people","      do you really think that every crypto creator is rich?  just do a search since 2013 until today about Dogecoin and you will find a wonderful story that has touch me and that's why I love Dogecoin community so much.  Not about greedy or being rich, but about helping real people"
235,"@Crypto_Proph @WHO_DEY_JAY @THETA_ECOSYSTEM @Theta_Network Video encoding Jobs also paid 0.17 - 0.19 tfuel for me until today, its 0.1 since the Update. But I am happy with that if I get so much more Jobs.","    Video encoding Jobs also paid 0.17 - 0.19 tfuel for me until today, its 0.1 since the Update. But I am happy with that if I get so much more Jobs."
236,"Everyone who knows me IRL, knows I'm a fan of podcasts. A few of my favorites are ""On Purpose"" by Jay Shetty, ""Impact Theory"" by Tom Bilyeu, ""Super Soul"" by Oprah, and ""The Best One Yet"" by Nick &amp; Jack studios. However, I hadn't found a GREAT crypto/web3 podcast. Until today...🧵","Everyone who knows me IRL, knows I'm a fan of podcasts. A few of my favorites are ""On Purpose"" by Jay Shetty, ""Impact Theory"" by Tom Bilyeu, ""Super Soul"" by Oprah, and ""The Best One Yet"" by Nick &amp; Jack studios. However, I hadn't found a GREAT crypto/web3 podcast. Until today...🧵"
237,"@cz_binance @Crypto_bn @binance 🤔👉Could it be that I was a robot until today and didn't know it?? If yes, I will review my spare parts!","   🤔👉Could it be that I was a robot until today and didn't know it?? If yes, I will review my spare parts!"
238,"Finally realized how to cleanup my Twitter profile (too many accounts followed). 🧹

Until today it was a mix of everything I enjoy reading about: indie hacking, crypto and investing, sports, news in Serbian language, etc.

Here's what I did: 🧵","Finally realized how to cleanup my Twitter profile (too many accounts followed). 🧹  Until today it was a mix of everything I enjoy reading about: indie hacking, crypto and investing, sports, news in Serbian language, etc.  Here's what I did: 🧵"
239,"🔸Status report:
🔸Number of transactions: 34 transactions
🔸Total turnover: 43.21 ICP
🔸Number of holders: 12 holders
🔸First person's commission until today: 1.66 ICP
.
@ICPSwap 
@dfinity 
.
#nft #NFTCommmunity #crypto #ICP https://t.co/I59IDi51IO",🔸Status report: 🔸Number of transactions: 34 transactions 🔸Total turnover: 43.21 ICP 🔸Number of holders: 12 holders 🔸First person's commission until today: 1.66 ICP .     . nft NFTCommmunity crypto ICP 
240,@___walkingL Not investing any money in to crypto until today, Not investing any money in to crypto until today
241,"@Roobet really disappointing conversation with Live Chat, I am max on all levels, Roo is my primary source for Gaming and never asked for a bonus until today. When I asked I’m told I’m not eligible, such a shame when other Crypto sites reward customers - username is swalke52"," really disappointing conversation with Live Chat, I am max on all levels, Roo is my primary source for Gaming and never asked for a bonus until today. When I asked I’m told I’m not eligible, such a shame when other Crypto sites reward customers - username is swalke52"
242,"otter has, had, will have NO short NO long position in $KCS

otter never profited from longing or shorting $KCS and never will

until today didn't even know that shidcoin existed

otter is not a big govt worker tryna bring down crypto

any other FUD about otter? https://t.co/8zziJjnWh4","otter has, had, will have NO short NO long position in $KCS  otter never profited from longing or shorting $KCS and never will  until today didn't even know that shidcoin existed  otter is not a big govt worker tryna bring down crypto  any other FUD about otter? "
243,"@PylVander @paulrgrace3 @ashleytame @WatcherGuru Nothing in crypto is federally insured. 

May I ask why did you wait until today? Voyager has been on the news for few weeks already..",    Nothing in crypto is federally insured.   May I ask why did you wait until today? Voyager has been on the news for few weeks already..
244,"@Scoobydouchebag I installed the app like 6 months ago because they offered $10 in crypto for new signups.  I figured I’d just withdraw it right away.  

Surprise lol

They never released the “$10” and goddamn it was funny to watch it dwindle in value until today", I installed the app like 6 months ago because they offered $10 in crypto for new signups.  I figured I’d just withdraw it right away.    Surprise lol  They never released the “$10” and goddamn it was funny to watch it dwindle in value until today
245,"🍀You may get cute NFT🍀

✅Follow 
@BoogieDoggies 
✅Like + RT
✅Join https://t.co/FxjkrHcRRK

⌛️It's chance to get WL until today!

#NFTGiveaway #NFTs #NFT #whitelist #BoogieDoggies #MoveToEarn #M2e #Crypto",🍀You may get cute NFT🍀  ✅Follow    ✅Like + ✅Join   ⌛️It's chance to get WL until today!  NFTGiveaway NFTs NFT whitelist BoogieDoggies MoveToEarn M2e Crypto
246,"When I got Doxx for the first time with @RantaiKotak Indonesian crypto community and support my #harmonyONE Validator journey until today, they gave me a tshirt, and now my turn to give mine #harmonyprotocol https://t.co/f26yBlGKth","When I got Doxx for the first time with  Indonesian crypto community and support my harmonyONE Validator journey until today, they gave me a tshirt, and now my turn to give mine harmonyprotocol "
247,"@CamaroHex @RichardHeartWin Man, I lost so much money in crypto from 2017 to 2020.... $HEX saved my life because I was at the point of kill myself working like a slave for a huge coorporation.

I belived in HEX and I defend HEx until today!

People need to have patience and buy the dips as nuch they can.","  Man, I lost so much money in crypto from 2017 to 2020.... $HEX saved my life because I was at the point of kill myself working like a slave for a huge coorporation.  I belived in HEX and I defend HEx until today!  People need to have patience and buy the dips as nuch they can."
248,"@LeoMorozovskii @CryptoInsider23 An account who's never wrote a tweet until today and only like 3 tweets (his own) since 2013...
While he call himself ""Crypto insider"", doesn't raise any suspicion at all.","  An account who's never wrote a tweet until today and only like 3 tweets (his own) since 2013... While he call himself ""Crypto insider"", doesn't raise any suspicion at all."
249,"@Zang___ 😂 IKR 
That’s is why I have never sent usdt there since I started using crypto apps until today.", 😂 IKR  That’s is why I have never sent usdt there since I started using crypto apps until today.
250,"@crypto_banter To think I was actually making money shorting.
Until today", To think I was actually making money shorting. Until today
251,"@depression2019 Exactly my thought. What we need to add:

-Bitcoin was created in crisis for next crisis and has failed miserably until today. 

-Crypto has never seen such bad macro market conditions ever

-Still multi billion dollar scams up, heading into a recession"," Exactly my thought. What we need to add:  -Bitcoin was created in crisis for next crisis and has failed miserably until today.   -Crypto has never seen such bad macro market conditions ever  -Still multi billion dollar scams up, heading into a recession"
252,"lol i had not realized until today that the company behind bored apes has applied for a trademark on the word ""ape"" in the context of crypto/NFTs/etc

bad news for about a million NFT projects if this goes through https://t.co/f1juImJw62","lol i had not realized until today that the company behind bored apes has applied for a trademark on the word ""ape"" in the context of crypto/NFTs/etc  bad news for about a million NFT projects if this goes through "
253,"@tmkhan @web3isgreat Yeah like how the fuck?
I've never even heard of this one until today and maybe that's cause I don't pay too much attention to crypto but this is still pretty crazy.

Makes you wonder how much real money has been pumped into crypto by now.",  Yeah like how the fuck? I've never even heard of this one until today and maybe that's cause I don't pay too much attention to crypto but this is still pretty crazy.  Makes you wonder how much real money has been pumped into crypto by now.
